Tran #,Date,Card Type,Amount,Items,# of Items,Date_Only
18254228763,2024-03-04 19:01:00,Visa (Apple Pay EMV),1.0,0D02($1.00),1,2024-03-04
18254237235,2024-03-04 19:03:00,Visa (Apple Pay EMV),4.0,"0A02($2.00), 0B06($2.00)",2,2024-03-04
18259721236,2024-03-05 16:50:00,Visa (Apple Pay EMV),2.0,0B06($2.00),1,2024-03-05
18259731976,2024-03-05 16:53:00,Visa (EMV Contactless),2.0,0B06($2.00),1,2024-03-05
18260187138,2024-03-05 19:12:00,Cash,1.0,0D02($1.00),1,2024-03-05
18260187976,2024-03-05 19:13:00,Cash,1.0,0D02($1.00),1,2024-03-05
18260190292,2024-03-05 19:14:00,Cash,1.0,0D02($1.00),1,2024-03-05
18263903007,2024-03-06 11:43:00,Cash,1.0,0D01($1.00),1,2024-03-06
18264268851,2024-03-06 12:32:00,Visa (EMV Contactless),2.0,0B06($2.00),1,2024-03-06
18264304328,2024-03-06 12:37:00,Visa (Apple Pay EMV),4.0,"0B06($2.00), 0E07($2.00)",2,2024-03-06
18264309889,2024-03-06 12:38:00,Visa (Apple Pay EMV),3.0,0F02($3.00),1,2024-03-06
18264366319,2024-03-06 12:46:00,Visa (Apple Pay EMV),2.0,0B06($2.00),1,2024-03-06
18265624157,2024-03-06 16:49:00,Visa (Apple Pay EMV),4.0,"0A02($2.00), 0A00($2.00)",2,2024-03-06
18265677691,2024-03-06 17:03:00,Visa (EMV Contactless),2.0,0D05($2.00),1,2024-03-06
18265973434,2024-03-06 18:31:00,Cash,2.0,0D03($2.00),1,2024-03-06
18265977268,2024-03-06 18:32:00,Cash,1.0,0D02($1.00),1,2024-03-06
18266348000,2024-03-06 21:01:00,Visa (Apple Pay EMV),2.0,0E02($2.00),1,2024-03-06
18266541446,2024-03-06 22:51:00,Visa (Apple Pay EMV),2.0,0D05($2.00),1,2024-03-06
18271567327,2024-03-07 16:35:00,Cash,1.0,0D02($1.00),1,2024-03-07
18271664268,2024-03-07 16:59:00,Cash,1.0,0D02($1.00),1,2024-03-07
18271683498,2024-03-07 17:01:00,Cash,1.0,0D02($1.00),1,2024-03-07
18272424007,2024-03-07 21:33:00,Visa (Apple Pay EMV),2.0,0D06($2.00),1,2024-03-07
18272441478,2024-03-07 21:43:00,MasterCard (Swiped),3.0,"0A06($2.00), 0D02($1.00)",2,2024-03-07
18272680690,2024-03-08 00:23:00,Cash,2.0,0B00($2.00),1,2024-03-08
18277154469,2024-03-08 16:38:00,Cash,1.0,0D02($1.00),1,2024-03-08
18277318969,2024-03-08 17:22:00,Cash,2.0,0C04($2.00),1,2024-03-08
18277603640,2024-03-08 18:53:00,Visa (Apple Pay EMV),4.0,"0B02($2.00), 0A02($2.00)",2,2024-03-08
18277633649,2024-03-08 19:03:00,Visa (Apple Pay EMV),1.0,0D02($1.00),1,2024-03-08
18277955311,2024-03-08 21:28:00,Cash,2.0,0A06($2.00),1,2024-03-08
18277962438,2024-03-08 21:32:00,Visa (Apple Pay EMV),2.0,0E00($2.00),1,2024-03-08
18288993941,2024-03-11 16:43:00,Cash,2.0,0E01($2.00),1,2024-03-11
18289394681,2024-03-11 18:39:00,Cash,1.0,0D02($1.00),1,2024-03-11
18289459644,2024-03-11 19:02:00,Visa (Apple Pay EMV),3.0,"0A00($2.00), 0D02($1.00)",2,2024-03-11
18289499922,2024-03-11 19:16:00,Cash,1.0,0D02($1.00),1,2024-03-11
18289502550,2024-03-11 19:17:00,Visa (Apple Pay EMV),2.0,0A06($2.00),1,2024-03-11
18293160368,2024-03-12 12:16:00,Visa (Apple Pay EMV),2.0,0A02($2.00),1,2024-03-12
18293400257,2024-03-12 12:52:00,Cash,2.0,0D06($2.00),1,2024-03-12
18293404106,2024-03-12 12:53:00,Cash,2.0,0C04($2.00),1,2024-03-12
18294066624,2024-03-12 14:47:00,Visa (Apple Pay EMV),2.0,0D06($2.00),1,2024-03-12
18294164277,2024-03-12 15:06:00,Visa (Apple Pay EMV),6.0,"0C02($2.00), 0C02($2.00), 0E06($2.00)",3,2024-03-12
18294246147,2024-03-12 15:23:00,Visa (Apple Pay EMV),2.0,0A04($2.00),1,2024-03-12
18295100949,2024-03-12 19:17:00,Cash,2.0,0E02($2.00),1,2024-03-12
18295376607,2024-03-12 21:17:00,Cash,2.0,0A02($2.00),1,2024-03-12
18300168878,2024-03-13 16:25:00,Visa (EMV Contactless),2.0,0D03($2.00),1,2024-03-13
18300414496,2024-03-13 17:27:00,Visa (Apple Pay EMV),2.0,0B02($2.00),1,2024-03-13
18300718989,2024-03-13 19:03:00,Visa (Apple Pay EMV),4.0,"0C02($2.00), 0D03($2.00)",2,2024-03-13
18300936242,2024-03-13 20:28:00,Cash,1.0,0D02($1.00),1,2024-03-13
18306282269,2024-03-14 18:15:00,Cash,1.0,0D01($1.00),1,2024-03-14
18306363107,2024-03-14 18:41:00,Cash,2.0,0D05($2.00),1,2024-03-14
18306412275,2024-03-14 18:59:00,Cash,2.0,0B02($2.00),1,2024-03-14
18306413994,2024-03-14 18:59:00,Cash,2.0,0D05($2.00),1,2024-03-14
18307128199,2024-03-15 01:45:00,Visa (Apple Pay EMV),7.0,"0C00($1.00), 0F00($3.00), 0F00($3.00)",3,2024-03-15
18307127484,2024-03-15 01:45:00,Visa (Apple Pay EMV),7.0,"0A02($2.00), 0A04($2.00), 0F00($3.00)",3,2024-03-15
18309227825,2024-03-15 10:14:00,Cash,2.0,0E01($2.00),1,2024-03-15
18309634972,2024-03-15 11:16:00,Cash,2.0,0E01($2.00),1,2024-03-15
18311662880,2024-03-15 18:26:00,Cash,2.0,0B02($2.00),1,2024-03-15
18312113172,2024-03-15 21:35:00,Visa (Apple Pay EMV),2.0,0E03($2.00),1,2024-03-15
18312348936,2024-03-16 00:29:00,Visa (Apple Pay EMV),2.0,0A00($2.00),1,2024-03-16
18315184452,2024-03-16 17:37:00,Visa (EMV Contactless),2.0,0B04($2.00),1,2024-03-16
18315189541,2024-03-16 17:38:00,MasterCard (EMV Contactless),2.0,0F06($2.00),1,2024-03-16
18315580463,2024-03-16 20:33:00,Cash,2.0,0F06($2.00),1,2024-03-16
18317755515,2024-03-17 15:14:00,Visa (EMV Contactless),2.0,0D04($2.00),1,2024-03-17
18318053225,2024-03-17 16:58:00,Visa (Apple Pay Cash EMV),6.0,"0F06($2.00), 0D04($2.00), 0A04($2.00)",3,2024-03-17
18318089070,2024-03-17 17:12:00,Visa (EMV Contactless),2.0,0A04($2.00),1,2024-03-17
18322726141,2024-03-18 14:31:00,Cash,0.5,1101($0.50),1,2024-03-18
18323770992,2024-03-18 18:50:00,Visa (Apple Pay EMV),2.0,0C02($2.00),1,2024-03-18
18323841887,2024-03-18 19:15:00,Visa (Apple Pay EMV),2.0,0E00($2.00),1,2024-03-18
18326910373,2024-03-19 10:31:00,Cash,2.0,0E01($2.00),1,2024-03-19
18328602191,2024-03-19 14:44:00,Visa (EMV Contactless),2.0,0B02($2.00),1,2024-03-19
18329228382,2024-03-19 17:02:00,Visa (EMV Contactless),2.0,0F06($2.00),1,2024-03-19
18329666946,2024-03-19 19:15:00,MasterCard (Swiped),4.0,"0A04($2.00), 0A04($2.00)",2,2024-03-19
18329673596,2024-03-19 19:17:00,Cash,2.0,0A02($2.00),1,2024-03-19
18330069408,2024-03-19 22:25:00,Visa (Apple Pay EMV),4.0,"0E03($2.00), 0D05($2.00)",2,2024-03-19
18334608555,2024-03-20 15:14:00,Cash,2.0,0C02($2.00),1,2024-03-20
18335431538,2024-03-20 18:43:00,Cash,1.0,0D01($1.00),1,2024-03-20
18335483131,2024-03-20 19:00:00,Visa (Apple Pay EMV),2.0,0A06($2.00),1,2024-03-20
18335525112,2024-03-20 19:14:00,Visa (Apple Pay EMV),2.0,0E00($2.00),1,2024-03-20
18335992864,2024-03-20 22:59:00,Cash,1.0,0D00($1.00),1,2024-03-20
18335993160,2024-03-20 23:00:00,Cash,1.0,0D00($1.00),1,2024-03-20
18336080103,2024-03-21 00:03:00,Cash,1.0,0C00($1.00),1,2024-03-21
18341395381,2024-03-21 18:59:00,Visa (Apple Pay EMV),3.0,"0D01($1.00), 0D05($2.00)",2,2024-03-21
18341402338,2024-03-21 19:01:00,Cash,2.0,0E06($2.00),1,2024-03-21
18341432225,2024-03-21 19:11:00,Cash,2.0,0D07($2.00),1,2024-03-21
18341436946,2024-03-21 19:13:00,Visa (Apple Pay EMV),2.0,0E00($2.00),1,2024-03-21
18341628360,2024-03-21 20:28:00,Visa (Swiped),2.0,0D05($2.00),1,2024-03-21
18341920919,2024-03-21 23:03:00,Visa (EMV Contactless),2.0,0E03($2.00),1,2024-03-21
18345967749,2024-03-22 14:51:00,MasterCard (EMV Contactless),2.0,0C04($2.00),1,2024-03-22
18346081366,2024-03-22 15:16:00,Visa (EMV Contactless),2.0,0E02($2.00),1,2024-03-22
18352350129,2024-03-24 12:13:00,Visa (EMV Contactless),2.0,0E01($2.00),1,2024-03-24
18352838136,2024-03-24 14:28:00,Cash,0.5,1101($0.50),1,2024-03-24
18353600655,2024-03-24 19:16:00,Cash,2.0,0A00($2.00),1,2024-03-24
18353603975,2024-03-24 19:18:00,Cash,1.0,0C00($1.00),1,2024-03-24
18364836818,2024-03-26 19:17:00,Visa (Apple Pay EMV),2.0,0D05($2.00),1,2024-03-26
18370223496,2024-03-27 17:03:00,Cash,1.0,0D01($1.00),1,2024-03-27
18370654774,2024-03-27 19:11:00,Visa (Apple Pay EMV),2.0,0E00($2.00),1,2024-03-27
18370680577,2024-03-27 19:21:00,Cash,1.0,0D00($1.00),1,2024-03-27
18371188500,2024-03-27 23:30:00,Cash,2.0,0F06($2.00),1,2024-03-27
18373970711,2024-03-28 11:01:00,Visa (Apple Pay EMV),2.0,0B02($2.00),1,2024-03-28
18376035920,2024-03-28 17:07:00,Cash,3.0,0F00($3.00),1,2024-03-28
18376061154,2024-03-28 17:13:00,Cash,1.0,0D01($1.00),1,2024-03-28
18376402740,2024-03-28 18:55:00,Cash,1.0,0D01($1.00),1,2024-03-28
18376890701,2024-03-28 22:35:00,Visa (Apple Pay EMV),2.0,0D03($2.00),1,2024-03-28
18380025183,2024-03-29 13:46:00,Cash,2.0,0E07($2.00),1,2024-03-29
18380885990,2024-03-29 17:18:00,Visa (Apple Pay EMV),1.0,0D01($1.00),1,2024-03-29
18381210182,2024-03-29 19:07:00,Visa (Apple Pay EMV),2.0,0D03($2.00),1,2024-03-29
18381242462,2024-03-29 19:20:00,Visa (Apple Pay EMV),2.0,0D05($2.00),1,2024-03-29
18381251864,2024-03-29 19:24:00,Visa (Apple Pay EMV),2.0,0B02($2.00),1,2024-03-29
18381460352,2024-03-29 21:00:00,Visa (Swiped),4.0,"0A02($2.00), 0B04($2.00)",2,2024-03-29
18384317892,2024-03-30 16:46:00,MasterCard (Swiped),4.0,"0E02($2.00), 0A02($2.00)",2,2024-03-30
18384360725,2024-03-30 17:01:00,Cash,1.0,0D00($1.00),1,2024-03-30
18384664204,2024-03-30 19:04:00,Visa (Apple Pay EMV),2.0,0D03($2.00),1,2024-03-30
18384822803,2024-03-30 20:26:00,Cash,0.5,1101($0.50),1,2024-03-30
18386753129,2024-03-31 15:32:00,Cash,2.0,0E01($2.00),1,2024-03-31
18392110003,2024-04-01 17:57:00,Visa (Apple Pay Cash EMV),1.0,0D01($1.00),1,2024-04-01
18392357744,2024-04-01 19:20:00,Cash,1.0,0D01($1.00),1,2024-04-01
18392605624,2024-04-01 21:07:00,Visa (Apple Pay EMV),2.0,0B04($2.00),1,2024-04-01
18393054020,2024-04-02 02:45:00,Cash,2.0,0B02($2.00),1,2024-04-02
18396603491,2024-04-02 13:24:00,Visa (EMV Contactless),2.0,0D04($2.00),1,2024-04-02
18396608547,2024-04-02 13:25:00,Cash,2.0,0E05($2.00),1,2024-04-02
18396633861,2024-04-02 13:28:00,Visa (EMV Contactless),2.0,0E02($2.00),1,2024-04-02
18397344224,2024-04-02 15:43:00,Visa (EMV Contactless),2.0,0B02($2.00),1,2024-04-02
18397401942,2024-04-02 15:56:00,Visa (EMV Contactless),2.0,0D03($2.00),1,2024-04-02
18397723901,2024-04-02 17:13:00,Visa (EMV Contactless),4.0,"0B00($2.00), 0B00($2.00)",2,2024-04-02
18398054694,2024-04-02 18:54:00,Visa (Apple Pay Cash EMV),1.0,0D01($1.00),1,2024-04-02
18398091211,2024-04-02 19:05:00,Visa (Apple Pay EMV),2.0,0D05($2.00),1,2024-04-02
18398097191,2024-04-02 19:07:00,Cash,2.0,0D03($2.00),1,2024-04-02
18398101481,2024-04-02 19:09:00,Cash,2.0,0B00($2.00),1,2024-04-02
18398298990,2024-04-02 20:27:00,MasterCard (EMV Contactless),6.0,"0E02($2.00), 0E01($2.00), 0A02($2.00)",3,2024-04-02
18402799842,2024-04-03 14:23:00,Visa (EMV Contactless),2.0,0B00($2.00),1,2024-04-03
18403589582,2024-04-03 17:12:00,Visa (Apple Pay Cash EMV),2.0,0D03($2.00),1,2024-04-03
18404278248,2024-04-03 21:06:00,Cash,2.0,0A00($2.00),1,2024-04-03
18408402728,2024-04-04 13:26:00,Cash,2.0,0C04($2.00),1,2024-04-04
18409111234,2024-04-04 15:35:00,Cash,2.0,0B00($2.00),1,2024-04-04
18409509022,2024-04-04 17:05:00,Cash,0.5,1101($0.50),1,2024-04-04
18409693087,2024-04-04 17:54:00,Visa (Apple Pay EMV),2.0,0D03($2.00),1,2024-04-04
18409961035,2024-04-04 19:17:00,MasterCard (Swiped),3.0,"0D01($1.00), 0D01($1.00), 0D01($1.00)",3,2024-04-04
18414421839,2024-04-05 14:29:00,Cash,0.5,1101($0.50),1,2024-04-05
18415325243,2024-04-05 18:08:00,Visa (Apple Pay EMV),1.0,0D01($1.00),1,2024-04-05
18415415774,2024-04-05 18:36:00,Visa (Apple Pay EMV),2.0,0E00($2.00),1,2024-04-05
18415462563,2024-04-05 18:52:00,Visa (EMV Contactless),2.0,0D05($2.00),1,2024-04-05
18415538231,2024-04-05 19:18:00,Cash,1.0,0D00($1.00),1,2024-04-05
18415538667,2024-04-05 19:18:00,Cash,1.0,0D00($1.00),1,2024-04-05
18419131621,2024-04-06 18:10:00,Visa (Apple Pay EMV),2.0,0D03($2.00),1,2024-04-06
18419692352,2024-04-06 23:29:00,Cash,1.0,0D00($1.00),1,2024-04-06
18420686936,2024-04-07 10:30:00,Cash,2.0,0E01($2.00),1,2024-04-07
18422118577,2024-04-07 17:36:00,MasterCard (EMV Contactless),2.0,0F06($2.00),1,2024-04-07
18422537097,2024-04-07 21:06:00,Cash,2.0,0A06($2.00),1,2024-04-07
18426293128,2024-04-08 13:24:00,Cash,0.5,1101($0.50),1,2024-04-08
18426851728,2024-04-08 15:10:00,Visa (Apple Pay EMV),2.0,0C04($2.00),1,2024-04-08
18426922278,2024-04-08 15:26:00,Visa (EMV Contactless),2.0,0D05($2.00),1,2024-04-08
18427322206,2024-04-08 17:03:00,Cash,1.0,0D00($1.00),1,2024-04-08
18427404962,2024-04-08 17:25:00,MasterCard (EMV Contactless),2.0,0D05($2.00),1,2024-04-08
18427988197,2024-04-08 21:00:00,Visa (EMV Contactless),4.0,"0F06($2.00), 0E03($2.00)",2,2024-04-08
18428131052,2024-04-08 22:19:00,Cash,2.0,0A06($2.00),1,2024-04-08
18432915898,2024-04-09 15:50:00,Visa (EMV Contactless),2.0,0D04($2.00),1,2024-04-09
18433321240,2024-04-09 17:29:00,Visa (Apple Pay EMV),2.0,0A00($2.00),1,2024-04-09
18433495905,2024-04-09 18:20:00,Visa (Apple Pay EMV),2.0,0D03($2.00),1,2024-04-09
18433656112,2024-04-09 19:14:00,Cash,1.0,0D00($1.00),1,2024-04-09
18433656861,2024-04-09 19:15:00,Cash,1.0,0D00($1.00),1,2024-04-09
18437885528,2024-04-10 13:02:00,Visa (Apple Pay EMV),2.0,0A06($2.00),1,2024-04-10
18439078163,2024-04-10 16:54:00,Visa (EMV Contactless),2.0,0A00($2.00),1,2024-04-10
18439135198,2024-04-10 17:08:00,Visa (Apple Pay EMV),2.0,0D05($2.00),1,2024-04-10
18439183402,2024-04-10 17:21:00,Visa (Apple Pay EMV),1.0,0D00($1.00),1,2024-04-10
18439228446,2024-04-10 17:33:00,Visa (Apple Pay EMV),4.0,"0D00($1.00), 0D00($1.00), 0E00($2.00)",3,2024-04-10
18439926775,2024-04-10 22:00:00,Visa (Apple Pay EMV),2.0,0E00($2.00),1,2024-04-10
18445289251,2024-04-11 17:38:00,Visa (Apple Pay EMV),2.0,0E02($2.00),1,2024-04-11
18445595674,2024-04-11 19:13:00,Visa (Apple Pay EMV),4.0,"0D05($2.00), 0F06($2.00)",2,2024-04-11
18445930514,2024-04-11 21:33:00,Visa (Apple Pay EMV),2.0,0E05($2.00),1,2024-04-11
18449688459,2024-04-12 12:58:00,Visa (Apple Pay EMV),6.0,"0E01($2.00), 0E01($2.00), 0E06($2.00)",3,2024-04-12
18450853590,2024-04-12 17:01:00,Cash,0.5,1101($0.50),1,2024-04-12
18450890491,2024-04-12 17:10:00,Cash,0.5,1101($0.50),1,2024-04-12
18454019193,2024-04-13 13:44:00,Cash,2.0,0E01($2.00),1,2024-04-13
18455066233,2024-04-13 19:17:00,Cash,2.0,0F06($2.00),1,2024-04-13
18457103031,2024-04-14 13:15:00,Visa (Apple Pay EMV),2.0,0E01($2.00),1,2024-04-14
18457810396,2024-04-14 16:58:00,MasterCard (EMV Contactless),2.0,0F06($2.00),1,2024-04-14
18463130261,2024-04-15 15:51:00,Visa (EMV Contactless),2.0,0D04($2.00),1,2024-04-15
18463315062,2024-04-15 16:32:00,Visa (EMV Contactless),2.0,0D04($2.00),1,2024-04-15
18463318700,2024-04-15 16:33:00,Visa (Apple Pay EMV),2.0,0E00($2.00),1,2024-04-15
18463910482,2024-04-15 19:29:00,MasterCard (EMV Contactless),2.0,0D06($2.00),1,2024-04-15
18469641664,2024-04-16 17:54:00,Visa (EMV Contactless),2.0,0D04($2.00),1,2024-04-16
18469886860,2024-04-16 19:12:00,Visa (Apple Pay EMV),2.0,0E02($2.00),1,2024-04-16
18470217826,2024-04-16 21:32:00,Visa (Apple Pay EMV),2.0,0E02($2.00),1,2024-04-16
18474275884,2024-04-17 13:02:00,Visa (Apple Pay EMV),6.0,"0E00($2.00), 0E00($2.00), 0E02($2.00)",3,2024-04-17
18474902607,2024-04-17 14:49:00,Cash,2.0,0E04($2.00),1,2024-04-17
18475423159,2024-04-17 16:40:00,Visa (EMV Contactless),2.0,0D04($2.00),1,2024-04-17
18475661093,2024-04-17 17:41:00,Cash,2.0,0D04($2.00),1,2024-04-17
18475958790,2024-04-17 19:14:00,MasterCard (Apple Pay EMV),2.0,0E02($2.00),1,2024-04-17
18475968125,2024-04-17 19:17:00,Visa (Apple Pay EMV),2.0,0D07($2.00),1,2024-04-17
18479457289,2024-04-18 10:58:00,Visa (EMV Contactless),2.0,0F06($2.00),1,2024-04-18
18479651598,2024-04-18 11:24:00,Visa (Apple Pay EMV),6.0,"0E02($2.00), 0E02($2.00), 0E02($2.00)",3,2024-04-18
18480200161,2024-04-18 12:35:00,Cash,2.0,0D04($2.00),1,2024-04-18
18481412254,2024-04-18 16:06:00,Visa (EMV Contactless),2.0,0D04($2.00),1,2024-04-18
18486197729,2024-04-19 12:56:00,Visa (EMV Contactless),2.0,0D04($2.00),1,2024-04-19
18487422436,2024-04-19 17:13:00,Visa (EMV Contactless),2.0,0D04($2.00),1,2024-04-19
18487425081,2024-04-19 17:13:00,Visa (EMV Contactless),2.0,0E06($2.00),1,2024-04-19
18493825908,2024-04-21 13:44:00,Visa (EMV Contactless),2.0,0D04($2.00),1,2024-04-21
18493829341,2024-04-21 13:45:00,Visa (EMV Contactless),2.0,0E00($2.00),1,2024-04-21
18494092942,2024-04-21 15:00:00,Visa (EMV Contactless),2.0,0D06($2.00),1,2024-04-21
18494096162,2024-04-21 15:01:00,Visa (EMV Contactless),2.0,0F06($2.00),1,2024-04-21
18494098784,2024-04-21 15:02:00,Visa (EMV Contactless),3.0,0F02($3.00),1,2024-04-21
18499892173,2024-04-22 16:20:00,Visa (EMV Contactless),2.0,0E05($2.00),1,2024-04-22
18500756583,2024-04-22 21:00:00,Visa (Apple Pay EMV),3.0,0F02($3.00),1,2024-04-22
18504094203,2024-04-23 11:24:00,Visa (EMV Contactless),2.0,0E05($2.00),1,2024-04-23
18504598376,2024-04-23 12:31:00,Visa (EMV Contactless),0.5,1101($0.50),1,2024-04-23
18505584388,2024-04-23 15:15:00,Visa (EMV Contactless),4.0,"0D06($2.00), 0D07($2.00)",2,2024-04-23
18506023377,2024-04-23 16:55:00,Visa (EMV Contactless),2.0,0E03($2.00),1,2024-04-23
18506519584,2024-04-23 19:24:00,MasterCard (EMV Contactless),2.0,0E00($2.00),1,2024-04-23
18506572155,2024-04-23 19:44:00,Visa (Apple Pay EMV),2.0,0D06($2.00),1,2024-04-23
18506986828,2024-04-23 23:15:00,Visa (Apple Pay EMV),2.0,0E05($2.00),1,2024-04-23
18509418315,2024-04-24 09:57:00,Cash,2.0,0D07($2.00),1,2024-04-24
18511441580,2024-04-24 14:49:00,Cash,2.0,0E03($2.00),1,2024-04-24
18511524716,2024-04-24 15:05:00,Visa (EMV Contactless),2.0,0D07($2.00),1,2024-04-24
18511909592,2024-04-24 16:29:00,MasterCard (EMV Contactless),2.0,0F06($2.00),1,2024-04-24
18511976898,2024-04-24 16:46:00,Visa (EMV Contactless),2.0,0D07($2.00),1,2024-04-24
18513106583,2024-04-25 00:38:00,MasterCard (EMV Contactless),2.0,0D07($2.00),1,2024-04-25
18516605325,2024-04-25 12:20:00,Cash,2.0,0D07($2.00),1,2024-04-25
18517483340,2024-04-25 14:40:00,Visa (EMV Contactless),2.0,0D07($2.00),1,2024-04-25
18518063175,2024-04-25 16:43:00,Visa (EMV Contactless),2.0,0D07($2.00),1,2024-04-25
18518065941,2024-04-25 16:44:00,Visa (EMV Contactless),2.0,0D06($2.00),1,2024-04-25
18518600535,2024-04-25 19:19:00,Visa (Apple Pay EMV),2.0,0D06($2.00),1,2024-04-25
18518916059,2024-04-25 21:30:00,Visa (Apple Pay EMV),2.0,0D07($2.00),1,2024-04-25
18523304192,2024-04-26 15:00:00,MasterCard (EMV Contactless),2.0,0F06($2.00),1,2024-04-26
18523932015,2024-04-26 17:33:00,Visa (Apple Pay EMV),2.0,0D06($2.00),1,2024-04-26
18524236711,2024-04-26 19:08:00,Visa (Apple Pay EMV),2.0,0E05($2.00),1,2024-04-26
18528236800,2024-04-27 21:02:00,Visa (Apple Pay EMV),2.0,0F06($2.00),1,2024-04-27
18530595690,2024-04-28 15:53:00,Cash,2.0,0D06($2.00),1,2024-04-28
18531042475,2024-04-28 18:47:00,Visa (Apple Pay EMV),2.0,0D06($2.00),1,2024-04-28
18536270523,2024-04-29 16:55:00,Cash,2.0,0E06($2.00),1,2024-04-29
18536686932,2024-04-29 19:01:00,Cash,2.0,0D06($2.00),1,2024-04-29
18536736724,2024-04-29 19:18:00,Visa (Apple Pay EMV),2.0,0D06($2.00),1,2024-04-29
18542592971,2024-04-30 21:43:00,Visa (Apple Pay EMV),2.0,0E06($2.00),1,2024-04-30
18546363486,2024-05-01 12:49:00,Visa (EMV Contactless),2.0,0E04($2.00),1,2024-05-01
18547522034,2024-05-01 17:14:00,Visa (EMV Contactless),2.0,0F06($2.00),1,2024-05-01
18548434888,2024-05-01 23:32:00,Visa (Apple Pay EMV),2.0,0D06($2.00),1,2024-05-01
18548442177,2024-05-01 23:37:00,Visa (Apple Pay Cash EMV),2.0,0F06($2.00),1,2024-05-01
18550863983,2024-05-02 10:00:00,Cash,2.0,0E03($2.00),1,2024-05-02
18550886939,2024-05-02 10:01:00,Cash,2.0,0E06($2.00),1,2024-05-02
18550886148,2024-05-02 10:03:00,Cash,2.0,0E06($2.00),1,2024-05-02
18550898828,2024-05-02 10:05:00,Cash,2.0,0E07($2.00),1,2024-05-02
18550913691,2024-05-02 10:05:00,Cash,2.0,0D07($2.00),1,2024-05-02
18552212460,2024-05-02 12:59:00,Cash,2.0,0D07($2.00),1,2024-05-02
18552996548,2024-05-02 15:16:00,Visa (EMV Contactless),2.0,0E03($2.00),1,2024-05-02
18553331896,2024-05-02 16:30:00,Visa (EMV Contactless),2.0,0F06($2.00),1,2024-05-02
18553982118,2024-05-02 19:42:00,MasterCard (EMV Contactless),2.0,0D07($2.00),1,2024-05-02
18554246277,2024-05-02 21:37:00,Visa (Apple Pay EMV),2.0,0D07($2.00),1,2024-05-02
18559212145,2024-05-03 17:13:00,Visa (EMV Contactless),4.0,"0D07($2.00), 0E04($2.00)",2,2024-05-03
18559221300,2024-05-03 17:15:00,MasterCard (EMV Contactless),2.0,0E05($2.00),1,2024-05-03
18562233828,2024-05-04 13:18:00,MasterCard (EMV Contactless),2.0,0E07($2.00),1,2024-05-04
18565788327,2024-05-05 15:15:00,Visa (EMV Contactless),2.0,0E05($2.00),1,2024-05-05
18566376795,2024-05-05 19:03:00,Cash,2.0,0E06($2.00),1,2024-05-05
18571035512,2024-05-06 14:59:00,Cash,2.0,0E04($2.00),1,2024-05-06
18575622625,2024-05-07 11:36:00,Cash,2.0,0D06($2.00),1,2024-05-07
18575630167,2024-05-07 11:37:00,Cash,2.0,0E07($2.00),1,2024-05-07
18576031760,2024-05-07 12:32:00,Visa (EMV Contactless),2.25,0E02($2.25),1,2024-05-07
18576108008,2024-05-07 12:43:00,Cash,2.0,0D07($2.00),1,2024-05-07
18576112167,2024-05-07 12:43:00,Cash,2.0,0C04($2.00),1,2024-05-07
18576783610,2024-05-07 14:34:00,Visa (EMV Contactless),4.5,"0E01($2.25), 0E01($2.25)",2,2024-05-07
18577048824,2024-05-07 15:28:00,Visa (EMV Contactless),2.25,0E04($2.25),1,2024-05-07
18577377837,2024-05-07 16:45:00,Visa (EMV Contactless),4.25,"0E00($2.25), 0E07($2.00)",2,2024-05-07
18577789612,2024-05-07 18:45:00,Visa (EMV Contactless),2.25,0E01($2.25),1,2024-05-07
18577841694,2024-05-07 19:03:00,Visa (Apple Pay EMV),2.0,0A06($2.00),1,2024-05-07
18577881308,2024-05-07 19:17:00,MasterCard (Swiped),4.5,"0E04($2.25), 0E04($2.25)",2,2024-05-07
18578124880,2024-05-07 21:00:00,MasterCard (EMV Contactless),2.0,0A02($2.00),1,2024-05-07
18581063200,2024-05-08 10:35:00,Visa (EMV Contactless),4.0,"0A02($2.00), 0D06($2.00)",2,2024-05-08
18582007678,2024-05-08 12:44:00,Visa (Apple Pay EMV),2.25,0D02($2.25),1,2024-05-08
18582016238,2024-05-08 12:46:00,Visa (EMV Contactless),6.25,"0D06($2.00), 0E00($2.25), 0E07($2.00)",3,2024-05-08
18582145266,2024-05-08 13:05:00,Visa (Apple Pay EMV),4.25,"0A04($2.00), 0D00($2.25)",2,2024-05-08
18582941115,2024-05-08 15:33:00,Cash,2.0,0B02($2.00),1,2024-05-08
18583711103,2024-05-08 19:03:00,Cash,2.0,0C04($2.00),1,2024-05-08
18583713729,2024-05-08 19:04:00,Visa (Apple Pay EMV),2.0,0A06($2.00),1,2024-05-08
18584054523,2024-05-08 21:28:00,Visa (EMV Contactless),4.5,"0D00($2.25), 0D00($2.25)",2,2024-05-08
18586768907,2024-05-09 10:08:00,Visa (EMV Contactless),2.0,0C04($2.00),1,2024-05-09
18587929939,2024-05-09 12:47:00,Visa (Apple Pay EMV),2.25,0E02($2.25),1,2024-05-09
18588175027,2024-05-09 13:25:00,Visa (EMV Contactless),4.5,"0E00($2.25), 0E02($2.25)",2,2024-05-09
18589127392,2024-05-09 16:35:00,Visa (EMV Contactless),2.0,0B02($2.00),1,2024-05-09
